"קוד עיר","שם עיר","קוד רחוב","שם רחוב"
"5000","תל אביב-יפו","1618","מויאל שמואל"
"5000","תל אביב-יפו","1619","טולקובסקי"
"5000","תל אביב-יפו","1620","ויסבורג"
"5000","תל אביב-יפו","1621","שוהם"
"5000","תל אביב-יפו","1622","ענתות"
"5000","תל אביב-יפו","1623","מינץ"
"5000","תל אביב-יפו","1624","נהריים"
"5000","תל אביב-יפו","1609","כורזים"
"5000","תל אביב-יפו","1610","קהלת קליבלנד"
"5000","תל אביב-יפו","1314","ארלוזורוב"
"5000","תל אביב-יפו","1315","ליסין"
"5000","תל אביב-יפו","1316","הלסינקי"
"5000","תל אביב-יפו","1317","תש""ח"
"5000","תל אביב-יפו","1318","חדרה"
"5000","תל אביב-יפו","1319","מטמון כהן"
"5000","תל אביב-יפו","1336","רמז"
"5000","תל אביב-יפו","1337","רד""ק"
"5000","תל אביב-יפו","1338","בן לברט"
"5000","תל אביב-יפו","1339","בן שפרוט"
"5000","תל אביב-יפו","1340","בן סרוק"
"5000","תל אביב-יפו","1341","אבן גנאח"
"5000","תל אביב-יפו","1342","מוסינזון"
"5000","תל אביב-יפו","1343","אפשטיין"
"5000","תל אביב-יפו","1344","ילין"
"5000","תל אביב-יפו","1345","מוזיר"
"5000","תל אביב-יפו","1330","פרופ` שור"
"5000","תל אביב-יפו","1331","ה` באייר"
"5000","תל אביב-יפו","1611","אח""י דקר"
"5000","תל אביב-יפו","1612","הצנחנים"
"5000","תל אביב-יפו","1613","פילדלפיה"
"5000","תל אביב-יפו","1614","אדירים"
"5000","תל אביב-יפו","1631","רביבים"
"5000","תל אביב-יפו","1632","כיסופים"
"5000","תל אביב-יפו","1633","רמה"
"5000","תל אביב-יפו","1634","בית אל"
"5000","תל אביב-יפו","2124","פילדרמן"
"5000","תל אביב-יפו","331","עין גב"
"5000","תל אביב-יפו","332","נגבה"
"5000","תל אביב-יפו","333","טור מלכא"
"5000","תל אביב-יפו","334","הרודיון"
"5000","תל אביב-יפו","335","תמנע"
"5000","תל אביב-יפו","336","דימונה"
"5000","תל אביב-יפו","337","פרזון"
"5000","תל אביב-יפו","338","סמ` תעוז"
"5000","תל אביב-יפו","323","מסלול"
"5000","תל אביב-יפו","324","מלילות"
"5000","תל אביב-יפו","325","יפתח"
"5000","תל אביב-יפו","326","רח` ד`"
"5000","תל אביב-יפו","327","רח` ס""ה"
"5000","תל אביב-יפו","1582","נמל ת""א"
"5000","תל אביב-יפו","1599","הושע"
"5000","תל אביב-יפו","1600","שער ציון"
"5000","תל אביב-יפו","1601","צידון"
"5000","תל אביב-יפו","1602","זכריה"
"5000","תל אביב-יפו","1603","דיזנגוף"
"5000","תל אביב-יפו","1604","ירמיהו"
"5000","תל אביב-יפו","1471","פדויים"
"5000","תל אביב-יפו","1472","ישכון"
"5000","תל אביב-יפו","1473","כרם התימנים"
"5000","תל אביב-יפו","1458","חבשוש חיים"
"5000","תל אביב-יפו","1459","קהלת עדן"
"5000","תל אביב-יפו","1460","כנפי נשרים"
"5000","תל אביב-יפו","1461","נחליאל"
"5000","תל אביב-יפו","1462","סמ` הכרמל"
"5000","תל אביב-יפו","50","אהרון באקר"
"5000","תל אביב-יפו","2002","ש""י"
"5000","תל אביב-יפו","2003","ברלינר"
"5000","תל אביב-יפו","1775","שמואל הנגיד"
"5000","תל אביב-יפו","1776","הפרדס"
"5000","תל אביב-יפו","1777","בן עזרא"
"5000","תל אביב-יפו","1778","אלחריזי"
"5000","תל אביב-יפו","1779","הקליר"
"5000","תל אביב-יפו","1780","סמ` נס"
"5000","תל אביב-יפו","1781","וורמיזה"
"5000","תל אביב-יפו","1782","קורדובה"
"5000","תל אביב-יפו","1783","עזריה מן האדומים"
"5000","תל אביב-יפו","1768","קלונימוס"
"5000","תל אביב-יפו","1769","אמסטרדם"
"5000","תל אביב-יפו","1770","שד` עמנואל הרומי"
"5000","תל אביב-יפו","2125","רח' 3232"
"5000","תל אביב-יפו","2126","אורי קיסרי"
"5000","תל אביב-יפו","1753","מצדה"
"5000","תל אביב-יפו","1754","חולדה"
"5000","תל אביב-יפו","1755","באר טוביה"
"5000","תל אביב-יפו","1756","גוש חלב"
"5000","תל אביב-יפו","1757","יודפת"
"5000","תל אביב-יפו","1774","הדסה"
"5000","תל אביב-יפו","70","השחקנים"
"5000","תל אביב-יפו","71","סמ` הש""ך"
"5000","תל אביב-יפו","72","הסוכנות"
"5000","תל אביב-יפו","73","הלוחמים"
"5000","תל אביב-יפו","74","הטיילת"
"5000","תל אביב-יפו","75","סמ` החובבים"
"5000","תל אביב-יפו","92","הגבורים"
"5000","תל אביב-יפו","2122","רח' 2320"
"5000","תל אביב-יפו","2123","שמואל שניצר"
"5000","תל אביב-יפו","2101","עג"
"5000","תל אביב-יפו","1683","שולמית"
"5000","תל אביב-יפו","1684","המלכה אסתר"
"5000","תל אביב-יפו","1685","זמנהוף"
"5000","תל אביב-יפו","1686","תל חי"
"5000","תל אביב-יפו","1687","עין חרוד"
"5000","תל אביב-יפו","1688","בר גיורא"
"5000","תל אביב-יפו","1673","המלך ג`ורג`"
"5000","תל אביב-יפו","1674","בוקי בן יגלי"
"5000","תל אביב-יפו","1675","המליץ"
"5000","תל אביב-יפו","1676","ככר דיזנגוף"
"5000","תל אביב-יפו","1677","אליהו ספיר"
"5000","תל אביב-יפו","1678","שמשון הגיבור"
"5000","תל אביב-יפו","1694","סמ` לטריס"
"5000","תל אביב-יפו","1695","הנביאים"
"5000","תל אביב-יפו","1696","לטריס"
"5000","תל אביב-יפו","1697","השופטים"
"5000","תל אביב-יפו","1698","גדעון"
"5000","תל אביב-יפו","1699","נצח ישראל"
"5000","תל אביב-יפו","1118","אילן"
"5000","תל אביב-יפו","1119","סמ` נזמית"
"5000","תל אביב-יפו","1120","המרד"
"5000","תל אביב-יפו","1121","יקינתון"
"5000","תל אביב-יפו","2087","ע.הלל"
"5000","תל אביב-יפו","9","דנטה"
"5000","תל אביב-יפו","10","רח 1281"
"5000","תל אביב-יפו","11","רח 2343"
"5000","תל אביב-יפו","12","רח` 3852"
"5000","תל אביב-יפו","13","רח` 4205"
"5000","תל אביב-יפו","14","רח` 4879"
"5000","תל אביב-יפו","15","רח` 4849"
"5000","תל אביב-יפו","16","רח` 3043"
"5000","תל אביב-יפו","17","רח` 4880"
"5000","תל אביב-יפו","1973","למדן"
"5000","תל אביב-יפו","1974","עגנון"
"5000","תל אביב-יפו","1959","לוי אשכול"
"5000","תל אביב-יפו","1960","בורלא"
"5000","תל אביב-יפו","1961","אפטר"
"5000","תל אביב-יפו","1962","ברזיל"
"5000","תל אביב-יפו","1963","רב אשי"
"5000","תל אביב-יפו","1964","רבינא"
"5000","תל אביב-יפו","1981","גייגר"
"5000","תל אביב-יפו","1982","אופנהיימר"
"5000","תל אביב-יפו","1983","משמר הגבול"
"5000","תל אביב-יפו","1984","אושה"
"5000","תל אביב-יפו","1985","בית שערים"
"5000","תל אביב-יפו","1986","הרכש"
"5000","תל אביב-יפו","1987","מניה וישראל"
"5000","תל אביב-יפו","1988","לויטן"
"5000","תל אביב-יפו","1989","יהודה הנשיא"
"5000","תל אביב-יפו","1990","שד` רוקח ישראל"
"5000","תל אביב-יפו","1975","פיליכובסקי"
"5000","תל אביב-יפו","1976","מוריץ דניאל"
"5000","תל אביב-יפו","1977","ברגסון"
"5000","תל אביב-יפו","1978","פסטרנק"
"5000","תל אביב-יפו","1979","אנדרסן"
"5000","תל אביב-יפו","1980","טאגור"
"5000","תל אביב-יפו","1997","קלצ`קין"
"5000","תל אביב-יפו","1998","האמוראים"
"5000","תל אביב-יפו","1999","הסבוראים"
"5000","תל אביב-יפו","2000","התנאים"
"5000","תל אביב-יפו","2001","פראנקל"
"5000","תל אביב-יפו","2119","רב אלוף חיים בר ל"
"5000","תל אביב-יפו","255","בויאר אברהם"
"5000","תל אביב-יפו","256","הרב יצחק טייב"
"5000","תל אביב-יפו","257","יוכבד בת מרים"
"5000","תל אביב-יפו","258","רח` 1265"
"5000","תל אביב-יפו","243","רח` 2184"
"5000","תל אביב-יפו","244","יוניצמן"
"5000","תל אביב-יפו","245","שנקר אריה"
"5000","תל אביב-יפו","246","רמבה אייזיק"
"5000","תל אביב-יפו","247","עקיבא ברוך"
"5000","תל אביב-יפו","248","קהלת ברזיל"
"5000","תל אביב-יפו","265","קהלת אוסטרליה"
"5000","תל אביב-יפו","266","קהלת מקסיקו"
"5000","תל אביב-יפו","48","אלכסנדר פן"
"5000","תל אביב-יפו","5","רוזנבלום הרצל"
"5000","תל אביב-יפו","40","3142"
"5000","תל אביב-יפו","1445","הלל הזקן"
"5000","תל אביב-יפו","1446","נגארה ישראל"
"5000","תל אביב-יפו","1447","גדרה"
"5000","תל אביב-יפו","1464","רבי עקיבא"
"5000","תל אביב-יפו","1465","רבן גמליאל"
"5000","תל אביב-יפו","1466","אלשיך"
"5000","תל אביב-יפו","1467","בית יוסף"
"5000","תל אביב-יפו","1468","אלישיב"
"5000","תל אביב-יפו","1469","רבי מאיר"
"5000","תל אביב-יפו","1470","הכרמל"
"5000","תל אביב-יפו","435","קדמיאל"
"5000","תל אביב-יפו","436","התקוה"
"5000","תל אביב-יפו","437","עזאי"
"5000","תל אביב-יפו","438","קמואל"
"5000","תל אביב-יפו","439","רוני"
"5000","תל אביב-יפו","440","שמחה"
"5000","תל אביב-יפו","457","ששון"
"5000","תל אביב-יפו","104959","אנריקה פבריגט"
"5000","תל אביב-יפו","38","מיכאל בן גל"
"5000","תל אביב-יפו","39","סטפן צוייג"
"5000","תל אביב-יפו","2054","רבקה גובר"
"5000","תל אביב-יפו","41","4879"
"5000","תל אביב-יפו","1220","עציון גבר"
"5000","תל אביב-יפו","1221","הרבי מבכרך"
"5000","תל אביב-יפו","515","הרב רייפמן"
"5000","תל אביב-יפו","516","באכר זאב"
"5000","תל אביב-יפו","517","בובר שלמה"
"5000","תל אביב-יפו","1203","אליעזר בן עזריה"
"5000","תל אביב-יפו","1204","שמעיה"
"5000","תל אביב-יפו","1205","שמעון הצדיק"
"5000","תל אביב-יפו","1206","אמץ"
"5000","תל אביב-יפו","1207","חזק"
"5000","תל אביב-יפו","1224","רח` 379"
"5000","תל אביב-יפו","1225","היתד"
"5000","תל אביב-יפו","1226","התחיה"
"5000","תל אביב-יפו","1227","התקומה"
"5000","תל אביב-יפו","1228","שארית ישראל"
"5000","תל אביב-יפו","1229","רח` 314"
"5000","תל אביב-יפו","1230","אלפסי"
"5000","תל אביב-יפו","1231","הש""ך"
"5000","תל אביב-יפו","1232","אבולעפיה"
"5000","תל אביב-יפו","1233","רבנו חננאל"
"5000","תל אביב-יפו","1218","רח` 310"
"5000","תל אביב-יפו","1219","רח` 312"
"5000","תל אביב-יפו","18","רח` 3226"
"5000","תל אביב-יפו","19","רח` 3867"
"5000","תל אביב-יפו","20","רח` 2348"
"5000","תל אביב-יפו","21","רח` 2318"
"5000","תל אביב-יפו","22","רח` 3198"
"5000","תל אביב-יפו","23","רח` 2314"
"5000","תל אביב-יפו","24","רח` 3195"
"5000","תל אביב-יפו","25","רח` 2327"
"5000","תל אביב-יפו","26","רח` 3866"
"5000","תל אביב-יפו","27","רח` 4852"
"5000","תל אביב-יפו","28","רח` 4856"
"5000","תל אביב-יפו","29","רח` 3280"
"5000","תל אביב-יפו","30","רח` 3054"
"5000","תל אביב-יפו","31","רח` 1281"
"5000","תל אביב-יפו","32","רח` 2330"
"5000","תל אביב-יפו","33","רח` 4855"
"5000","תל אביב-יפו","34","רח` 3055"
"5000","תל אביב-יפו","35","רח` 2313"
"5000","תל אביב-יפו","36","מ""א"
"5000","תל אביב-יפו","37","עוזי נרקיס"
"5000","תל אביב-יפו","2112","3175"
"5000","תל אביב-יפו","2113","3280"
"5000","תל אביב-יפו","2114","איסר יהודה אונטרמ"
"5000","תל אביב-יפו","2115","יוסף אוחיון"
"5000","תל אביב-יפו","2116","נלי זק""ש"
"5000","תל אביב-יפו","2117","עבד אל ראוף אל בי"
"5000","תל אביב-יפו","2118","שדרות פדרמן"
"5000","תל אביב-יפו","6","רח' 1300"
"5000","תל אביב-יפו","7","רח' 1301"
"5000","תל אביב-יפו","8","גולדמן נחום"
"5000","תל אביב-יפו","1485","זרובבל"
"5000","תל אביב-יפו","1486","אהרונסון"
"5000","תל אביב-יפו","1487","האר""י"
"5000","תל אביב-יפו","1488","הרב קוק"
"5000","תל אביב-יפו","102857","לא פעיל"
"5000","תל אביב-יפו","102860","לא פעיל"
"5000","תל אביב-יפו","1841","המשמר האזרחי"
"5000","תל אביב-יפו","1842","שרשרת"
"5000","תל אביב-יפו","1843","חי""ש"
"5000","תל אביב-יפו","1844","איינשטיין"
"5000","תל אביב-יפו","1845","בארט"
"5000","תל אביב-יפו","1846","הופיין"
"5000","תל אביב-יפו","1847","ברודי"
"5000","תל אביב-יפו","1832","קרויס"
"5000","תל אביב-יפו","200","רח` נ""ח"
"5000","תל אביב-יפו","201","רח` נ""ז"
"5000","תל אביב-יפו","202","רח` ל""א"
"5000","תל אביב-יפו","203","רח` ס""ד"
"5000","תל אביב-יפו","188","רח` ט""ז"
"5000","תל אביב-יפו","189","רח` ס""ג"
"5000","תל אביב-יפו","190","רח` ס""ב"
"5000","תל אביב-יפו","191","רח` י""ז"
"5000","תל אביב-יפו","1966","גנתון"
"5000","תל אביב-יפו","1967","מנורה"
"5000","תל אביב-יפו","1968","רומנו"
"5000","תל אביב-יפו","1969","מיזאן"
"5000","תל אביב-יפו","1970","רוזאניס"
"5000","תל אביב-יפו","1971","קהלת סופיה"
"5000","תל אביב-יפו","1972","קיציס"
"5000","תל אביב-יפו","177","רח` נ""ו"
"5000","תל אביב-יפו","194","רח` כ""ג"
"5000","תל אביב-יפו","1516","בורוכוב"
"5000","תל אביב-יפו","1517","מיכ""ל"
"5000","תל אביב-יפו","1518","סמ` פלונית"
"5000","תל אביב-יפו","1519","סמ` אלמונית"
"5000","תל אביב-יפו","1520","לאן א`"
"5000","תל אביב-יפו","1521","רש""י"
"5000","תל אביב-יפו","1506","פרץ חיות"
"5000","תל אביב-יפו","1507","העבודה"
"5000","תל אביב-יפו","1508","נפחא"
"5000","תל אביב-יפו","1509","מרכז בעלי מלאכה"
"5000","תל אביב-יפו","1510","הגלבוע"
"5000","תל אביב-יפו","1511","שינקין"
"5000","תל אביב-יפו","1528","בר אילן"
"5000","תל אביב-יפו","1529","לונץ"
"5000","תל אביב-יפו","1530","החשמונאים"
"5000","תל אביב-יפו","1531","כרמיה"
"5000","תל אביב-יפו","1532","ככר הבימה"
"5000","תל אביב-יפו","1533","אחד העם"
"5000","תל אביב-יפו","1534","שד` רוטשילד"
"5000","תל אביב-יפו","1535","ברדיצ`בסקי"
"5000","תל אביב-יפו","1536","יהודה הלוי"
"5000","תל אביב-יפו","1537","ברקוביץ"
"5000","תל אביב-יפו","1522","זיו רבקה"
"5000","תל אביב-יפו","2011","מגשימים"
"5000","תל אביב-יפו","2012","חי""ם"
"5000","תל אביב-יפו","1838","אפקים"
"5000","תל אביב-יפו","1839","המתנדב"
"5000","תל אביב-יפו","1840","הנוטר"
"5000","תל אביב-יפו","446","פנואל"
"5000","תל אביב-יפו","447","צורישדי"
"5000","תל אביב-יפו","448","צפריר"
"5000","תל אביב-יפו","449","סמדר"
"5000","תל אביב-יפו","450","לא פעיל"
"5000","תל אביב-יפו","1941","הדר יוסף"
"5000","תל אביב-יפו","1942","קהלת לודז`"
"5000","תל אביב-יפו","1927","קהלת טשרנוביץ"
"5000","תל אביב-יפו","1928","קהלת קישינוב"
"5000","תל אביב-יפו","1929","קהלת אודסה"
"5000","תל אביב-יפו","1930","קהלת ורשה"
"5000","תל אביב-יפו","1931","קהלת בודפסט"
"5000","תל אביב-יפו","1932","יד המעביר"
"5000","תל אביב-יפו","1949","קהלת יאסי"
"5000","תל אביב-יפו","1950","בני אפרים"
"5000","תל אביב-יפו","1951","בית חורון"
"5000","תל אביב-יפו","1952","עמרי"
"5000","תל אביב-יפו","1953","קפריסין"
"5000","תל אביב-יפו","1954","הרבסט קרל"
"5000","תל אביב-יפו","102423","יעקב בן סירה"
"5000","תל אביב-יפו","261","לח""י"
"5000","תל אביב-יפו","262","מקרא קודש"
"5000","תל אביב-יפו","263","לובטקין צביה"
"5000","תל אביב-יפו","264","לא פעיל"
"5000","תל אביב-יפו","281","הרב מזקוף"
"5000","תל אביב-יפו","282","רח` 874"
"5000","תל אביב-יפו","283","רח` 319"
"5000","תל אביב-יפו","284","הרב צעירי"
"5000","תל אביב-יפו","285","קיוסו אלברט"
"5000","תל אביב-יפו","51","אסא קדמוני"
"5000","תל אביב-יפו","53","יוסף מילוא"
"5000","תל אביב-יפו","2132","רח' 3048"
"5000","תל אביב-יפו","2133","אריה שרון"
"5000","תל אביב-יפו","1489","גאולה"
"5000","תל אביב-יפו","787","פרי עץ חיים"
"5000","תל אביב-יפו","192","רח` י""ד"
"5000","תל אביב-יפו","193","רח` י""ג"
"5000","תל אביב-יפו","210","רח` ט`"
"5000","תל אביב-יפו","211","לא פעיל"
"5000","תל אביב-יפו","212","רח` י""א"
"5000","תל אביב-יפו","213","רח` י""ב"
"5000","תל אביב-יפו","214","רח` ב`"
"5000","תל אביב-יפו","215","רח` ע""ג"
"5000","תל אביב-יפו","216","רח` ו`"
"5000","תל אביב-יפו","217","רח` כ""ו"
"5000","תל אביב-יפו","218","רח` כ""ח"
"5000","תל אביב-יפו","219","רח` י""ח"
"5000","תל אביב-יפו","204","רח` י""ט"
"5000","תל אביב-יפו","205","רח` כ""ט"
"5000","תל אביב-יפו","206","רח` ה`"
"5000","תל אביב-יפו","207","מנחם מדמון"
"5000","תל אביב-יפו","208","רח` ז`"
"5000","תל אביב-יפו","209","רח` ל""ט"
"5000","תל אביב-יפו","226","רח` כ""ד"
"5000","תל אביב-יפו","227","רח` כ`"
"5000","תל אביב-יפו","228","רח` נ`"
"5000","תל אביב-יפו","229","רח` כ""ב"
"5000","תל אביב-יפו","230","רח` מ""ט"
"5000","תל אביב-יפו","231","רח` כ""ז"
"5000","תל אביב-יפו","232","רח` מ""ז"
"5000","תל אביב-יפו","233","רח` נ""ט"
"5000","תל אביב-יפו","234","רח` מ`"
"5000","תל אביב-יפו","235","רח` 4211"
"5000","תל אביב-יפו","1463","קפאח יחיה"
"5000","תל אביב-יפו","1480","יום טוב"
"5000","תל אביב-יפו","1481","תרמ""ב"
"5000","תל אביב-יפו","1482","נחמיה"
"5000","תל אביב-יפו","1483","דניאל"
"5000","תל אביב-יפו","1484","עזרא סופר"
"5000","תל אביב-יפו","639","רח` 71"
"5000","תל אביב-יפו","640","למרטין"
"5000","תל אביב-יפו","641","שרירא גאון"
"5000","תל אביב-יפו","407","רח` מ""ב"
"5000","תל אביב-יפו","408","רח` מ""ג"
"5000","תל אביב-יפו","425","רח` מ""א"
"5000","תל אביב-יפו","426","רח` מ""ו"
"5000","תל אביב-יפו","427","רח` נ""ג"
"5000","תל אביב-יפו","428","רח` מ""ה"
"5000","תל אביב-יפו","429","סמ` כביר"
"5000","תל אביב-יפו","430","מבחר"
"5000","תל אביב-יפו","431","המכבש"
"5000","תל אביב-יפו","432","תדהר דוד"
"5000","תל אביב-יפו","433","גואל"
"5000","תל אביב-יפו","434","הרותם"
"5000","תל אביב-יפו","419","טרפון"
"5000","תל אביב-יפו","420","למואל"
"5000","תל אביב-יפו","421","יאיר"
"5000","תל אביב-יפו","422","טלמון"
"5000","תל אביב-יפו","423","יקותיאל"
"5000","תל אביב-יפו","424","ליש"
"5000","תל אביב-יפו","103192","הרב עובדיה בידאני"
"5000","תל אביב-יפו","103243","ד""ר אמיל פוירשטיין"
"5000","תל אביב-יפו","103253","מרדכי בנטוב"
"5000","תל אביב-יפו","103337","קלאוזנר"
"5000","תל אביב-יפו","102967","משה מאור"
"5000","תל אביב-יפו","102978","פאול קור"
"5000","תל אביב-יפו","102982","טוני הלה"
"5000","תל אביב-יפו","102997","ויינר זאב"
"5000","תל אביב-יפו","103005","שבתאי דון יחיא"
"5000","תל אביב-יפו","103016","וילי ברנדט"
"5000","תל אביב-יפו","103125","הרב ניסים"
"5000","תל אביב-יפו","102926","רחל ושמואל אידלסון"
"5000","תל אביב-יפו","105017","אולשן יצחק"
"5000","תל אביב-יפו","102882","מויאל אהרון"
"5000","תל אביב-יפו","102889","יצחק בשביס זינגר"
"5000","תל אביב-יפו","102772","יחיאל שמי"
"5000","תל אביב-יפו","102783","חיים צדוק"
"5000","תל אביב-יפו","102785","יהודה הצעיר"
"5000","תל אביב-יפו","102869","צחי רימון"
"5000","תל אביב-יפו","103235","אלעזר רוקח"
"5000","תל אביב-יפו","103240","צהלה"
"5000","תל אביב-יפו","268","מרגלית מאיר"
"5000","תל אביב-יפו","269","משה בריל"
"5000","תל אביב-יפו","270","טבנקין יצחק"
"5000","תל אביב-יפו","271","קורין עזרא"
"5000","תל אביב-יפו","272","רוזן פנחס"
"5000","תל אביב-יפו","273","רח` 2216"
"5000","תל אביב-יפו","274","הרבי ממזריץ"
"5000","תל אביב-יפו","259","עקרון"
"5000","תל אביב-יפו","260","ליבנה אליעזר"
"5000","תל אביב-יפו","1912","קהלת סלוניקי"
"5000","תל אביב-יפו","1913","קהלת ונציה"
"5000","תל אביב-יפו","1914","מבצע קדש"
"5000","תל אביב-יפו","1915","קהלת בריסק"
"5000","תל אביב-יפו","1916","קהלת ביאליסטוק"
"5000","תל אביב-יפו","1933","קהלת קרקוב"
"5000","תל אביב-יפו","1934","קהלת לבוב"
"5000","תל אביב-יפו","1935","חפשי דוד"
"5000","תל אביב-יפו","1936","האפרתי יוסף"
"5000","תל אביב-יפו","1937","סומו יהודה"
"5000","תל אביב-יפו","1938","זכות משה"
"5000","תל אביב-יפו","1939","ברכיהו הנקדן"
"5000","תל אביב-יפו","1940","בן זבארה"
"5000","תל אביב-יפו","1262","אליפלט"
"5000","תל אביב-יפו","1263","רח` 1278"
"5000","תל אביב-יפו","1264","רח` 1277"
"5000","תל אביב-יפו","1265","רח` 1274"
"5000","תל אביב-יפו","1250","אלוף אלעזר דוד"
"5000","תל אביב-יפו","1251","אלוף קלמן מגן"
"5000","תל אביב-יפו","1252","אלוף מנדלר"
"5000","תל אביב-יפו","1253","נחל איילון"
"5000","תל אביב-יפו","1254","ציקלג"
"5000","תל אביב-יפו","1255","גבעון"
"5000","תל אביב-יפו","1272","ארניא"
"5000","תל אביב-יפו","1273","שפע טל"
"5000","תל אביב-יפו","1274","הרכב"
"5000","תל אביב-יפו","1275","הקריה"
"5000","תל אביב-יפו","1276","דרך מנחם בגין"
"5000","תל אביב-יפו","1277","המסגר"
"5000","תל אביב-יפו","1278","בית שמאי"
"5000","תל אביב-יפו","1279","ב""ק ישראל"
"5000","תל אביב-יפו","1280","גרשון שץ גגה"
"5000","תל אביב-יפו","1281","בית הלל"
"5000","תל אביב-יפו","1266","ילין מור נתן"
"5000","תל אביב-יפו","996","רח` 408"
"5000","תל אביב-יפו","997","רח` 404"
"5000","תל אביב-יפו","998","אריסטו"
"5000","תל אביב-יפו","999","רח` 412"
"5000","תל אביב-יפו","1016","רח` 413"
"5000","תל אביב-יפו","1017","שגב"
"5000","תל אביב-יפו","1018","הצורפים"
"5000","תל אביב-יפו","1019","חריף אייזיק"
"5000","תל אביב-יפו","1020","החלפנים"
"5000","תל אביב-יפו","1021","המגדלור"
"5000","תל אביב-יפו","1022","מזל תאומים"
"5000","תל אביב-יפו","1023","מזל שור"
"5000","תל אביב-יפו","1024","מזל אריה"
"5000","תל אביב-יפו","1025","מזל גדי"
"5000","תל אביב-יפו","102944","שלמה ליענר"
"5000","תל אביב-יפו","1955","שורר חיים"
"5000","תל אביב-יפו","1956","אוגרית"
"5000","תל אביב-יפו","1957","אופיר"
"5000","תל אביב-יפו","1861","הברון הירש"
"5000","תל אביב-יפו","1862","פיכמן"
"5000","תל אביב-יפו","1848","שמעוני"
"5000","תל אביב-יפו","103045","יצחק ארצי"
"5000","תל אביב-יפו","102777","לילי מנחם"
"5000","תל אביב-יפו","102881","מלכי ישראל"
"5000","תל אביב-יפו","788","כוכבי יצחק"
"5000","תל אביב-יפו","789","האסיף"
"5000","תל אביב-יפו","790","השלוח"
"5000","תל אביב-יפו","791","שטינברג"
"5000","תל אביב-יפו","553","כרם חמד"
"5000","תל אביב-יפו","554","קבוץ גלויות"
"5000","תל אביב-יפו","555","ד""ר קנטור"
"5000","תל אביב-יפו","556","לבנדה"
"5000","תל אביב-יפו","557","ישראל מסלנט"
"5000","תל אביב-יפו","558","גולומב אליהו"
"5000","תל אביב-יפו","559","לודויפול"
"5000","תל אביב-יפו","560","שוקן"
"5000","תל אביב-יפו","561","בכורי ציון"
"5000","תל אביב-יפו","562","אהלי יעקב"
"5000","תל אביב-יפו","547","סג`רה אילניה"
"5000","תל אביב-יפו","548","שביל עכו"
"5000","תל אביב-יפו","636","אור החיים"
"5000","תל אביב-יפו","637","לא פעיל"
"5000","תל אביב-יפו","638","רח` 70"
"5000","תל אביב-יפו","103516","ש. גנני"
"5000","תל אביב-יפו","103597","מנחם ארבר"
"5000","תל אביב-יפו","103598","מיימון"
"5000","תל אביב-יפו","103845","אשר ברש"
"5000","תל אביב-יפו","103882","דוד זהבי"
"5000","תל אביב-יפו","1010","מזל דלי"
"5000","תל אביב-יפו","1011","מזל טלה"
"5000","תל אביב-יפו","1012","מזל דגים"
"5000","תל אביב-יפו","1013","מזל סרטן"
"5000","תל אביב-יפו","1014","מזל קשת"
"5000","תל אביב-יפו","1015","מזל עקרב"
"5000","תל אביב-יפו","1032","מזל מאזנים"
"5000","תל אביב-יפו","1033","מזל בתולה"
"5000","תל אביב-יפו","1034","נתיב המזלות"
"5000","תל אביב-יפו","1035","ככר קדומים"
"5000","תל אביב-יפו","1036","רח` 149"
"5000","תל אביב-יפו","1037","רח` 107"
"5000","תל אביב-יפו","1038","רח` 31"
"5000","תל אביב-יפו","1039","פחד יצחק"
"5000","תל אביב-יפו","793","מטלון משה"
"5000","תל אביב-יפו","794","הקונגרס"
"5000","תל אביב-יפו","795","בית קציר"
"5000","תל אביב-יפו","796","שיבת ציון"
"5000","תל אביב-יפו","797","מנשה בן ישראל"
"5000","תל אביב-יפו","798","שד` השלכת"
"5000","תל אביב-יפו","799","עמיר"
"5000","תל אביב-יפו","800","צמח דוד"
"5000","תל אביב-יפו","801","סמ` ענתבי"
"5000","תל אביב-יפו","766","מורה נבוכים"
"5000","תל אביב-יפו","767","לא פעיל"
"5000","תל אביב-יפו","768","ראב""ד"
"5000","תל אביב-יפו","769","דה מודינה"
"5000","תל אביב-יפו","754","שח""ל"
"5000","תל אביב-יפו","755","אבודרהם"
"5000","תל אביב-יפו","756","קרשקש חסדאי"
"5000","תל אביב-יפו","757","טורי זהב"
"5000","תל אביב-יפו","758","גבעת בן יהודה"
"5000","תל אביב-יפו","759","התבונים"
"5000","תל אביב-יפו","776","יש""ר מקנדיא"
"5000","תל אביב-יפו","777","רלב""ג"
"5000","תל אביב-יפו","778","בעל העקידה"
"5000","תל אביב-יפו","779","מקור חיים"
"5000","תל אביב-יפו","780","לצרוס משה"
"5000","תל אביב-יפו","781","פלקירה"
"5000","תל אביב-יפו","782","רויגו אברהם"
"5000","תל אביב-יפו","783","הפניני ידעיה"
"5000","תל אביב-יפו","786","ענתבי"
"5000","תל אביב-יפו","1547","דובנוב"
"5000","תל אביב-יפו","1548","ציטלין"
"5000","תל אביב-יפו","1549","אנטוקולסקי"
"5000","תל אביב-יפו","1550","ליליין"
"5000","תל אביב-יפו","1249","רח` 294"
"5000","תל אביב-יפו","1234","פרנצויז"
"5000","תל אביב-יפו","1235","ווסרמן"
"5000","תל אביב-יפו","1236","שלבים"
